enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
17221,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,never,36
25072,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,116
19240,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,85
12151,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,44
26963,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Early Stage Startup,1,79
2889,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,1,91
19260,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,2
7626,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,3,,,,40
31896,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,100-500,Public Sector,>4,12
17673,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,3,102
12645,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,190
13726,city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,13,<10,,2,105
14240,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,2,7
5113,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,3,122
32646,city_21,0.624,,Has relevent experience,no_enrollment,Masters,Other,2,,Pvt Ltd,2,62
30645,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,9
14500,city_116,0.743,,No relevent experience,no_enrollment,Graduate,STEM,5,,,never,84
16525,city_67,0.855,Male,No relevent experience,no_enrollment,Primary School,,7,,,never,111
20663,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,1,25
8897,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,7,,,4,21
10049,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,20
13543,city_105,0.794,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Public Sector,2,2
1250,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,2,22
16345,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,8,,,1,7
3673,city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,15,100-500,Pvt Ltd,3,20
17165,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,36
8587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,3,59
7903,city_158,0.7659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,,33
28390,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,3,70
18101,city_83,0.9229999999999999,Male,No relevent experience,Full time course,High School,,6,,,1,29
3408,city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,101
3619,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,75
9335,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,18,100-500,NGO,1,25
31337,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,111
18903,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,No Major,>20,50-99,Pvt Ltd,1,54
1406,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,260
31133,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,56
30475,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,176
11339,city_114,0.9259999999999999,,No relevent experience,Full time course,High School,,8,,,never,22
10455,city_160,0.92,Female,No relevent experience,Full time course,Phd,STEM,10,,,1,24
22881,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,,1,16
29667,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,,Pvt Ltd,>4,103
16517,city_16,0.91,,No relevent experience,no_enrollment,Masters,Business Degree,<1,5000-9999,Pvt Ltd,1,86
15094,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,3,88
2682,city_23,0.899,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,98
7679,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,never,66
2954,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10/49,Funded Startup,1,76
12709,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,136
24845,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,332
6829,city_21,0.624,,Has relevent experience,no_enrollment,High School,,6,,,1,85
12810,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,12
20607,city_89,0.925,,No relevent experience,Full time course,High School,,5,,,1,31
10429,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,31
18781,city_136,0.897,,Has relevent experience,Part time course,Graduate,STEM,4,50-99,,1,20
21189,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,25
19996,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,37
24837,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Funded Startup,1,55
4955,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1,39
32766,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,4,110
6209,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,>4,50
24293,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,49
28090,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,2,107
11842,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,2,109
13211,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,80
26309,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,14,10/49,Pvt Ltd,1,47
4832,city_91,0.691,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,1,48
23885,city_67,0.855,,No relevent experience,no_enrollment,High School,,3,,,never,70
27278,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,,2,332
32853,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,3
3264,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,90
9997,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,1000-4999,Pvt Ltd,4,44
21496,city_114,0.9259999999999999,,No relevent experience,Full time course,High School,,6,10000+,,,98
20570,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,1,232
11907,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,56
28629,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,78
31388,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,45
14538,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,never,17
28,city_103,0.92,Male,No relevent experience,no_enrollment,,,4,,Pvt Ltd,never,86
32099,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,66
6356,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,1,32
16058,city_160,0.92,Male,Has relevent experience,no_enrollment,,,19,<10,Pvt Ltd,1,35
10198,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,3
24993,city_162,0.767,Male,Has relevent experience,,Graduate,STEM,7,50-99,,1,91
28864,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,4,83
1206,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,54
14412,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,65
19987,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,,3,7
15586,city_115,0.789,Male,Has relevent experience,Part time course,Masters,STEM,11,10/49,Pvt Ltd,3,47
17424,city_28,0.9390000000000001,,No relevent experience,Full time course,High School,,9,,,never,80
19783,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,16,100-500,Public Sector,1,4
15763,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,24
6433,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,26
7881,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,38
9237,city_65,0.802,,Has relevent experience,no_enrollment,Phd,STEM,17,50-99,Pvt Ltd,>4,41
26656,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,>4,200
14019,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,15
27036,city_61,0.9129999999999999,Male,No relevent experience,Full time course,High School,,5,10/49,,1,36
8304,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,never,82
16458,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,4,74
16138,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,61
8701,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,27
14281,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,4,146
1968,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,2,4
742,city_160,0.92,Female,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,50
17953,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,86
660,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,>4,37
10829,city_102,0.804,,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,192
14159,city_133,0.742,Male,No relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,8
13603,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,,1,17
18232,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,42
14574,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,1,224
24725,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,32
10737,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,30
15141,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,3,105
25308,city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Early Stage Startup,never,81
23084,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,90
25465,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,200
12340,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,2,21
15589,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,,1,14
129,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,130
19641,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,60
8083,city_45,0.89,,No relevent experience,Full time course,High School,,3,,,never,22
4166,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,105
14586,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,86
21822,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,51
2415,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,,>4,228
1382,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,14,,,4,74
30373,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,129
1135,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,83
29230,city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,10,10000+,Pvt Ltd,>4,3
16972,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,27
25730,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,58
17021,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,102
19032,city_159,0.843,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,89
6154,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Masters,STEM,9,5000-9999,Pvt Ltd,1,68
2744,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,19,500-999,Pvt Ltd,1,38
621,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,18
14035,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,never,18
13621,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,121
19202,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,26
29010,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,10000+,Pvt Ltd,1,23
3606,city_103,0.92,Male,No relevent experience,Full time course,High School,,7,10/49,Pvt Ltd,1,88
22214,city_167,0.9209999999999999,,No relevent experience,no_enrollment,Primary School,,6,<10,Pvt Ltd,3,34
16245,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,26
30639,city_160,0.92,Other,Has relevent experience,Part time course,Graduate,Humanities,8,50-99,NGO,1,306
28365,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,Pvt Ltd,1,15
30546,city_104,0.924,,No relevent experience,no_enrollment,,,4,,,never,134
7792,city_76,0.698,,No relevent experience,no_enrollment,Masters,STEM,>20,,,2,168
12846,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,25
25038,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,182
17919,city_116,0.743,,No relevent experience,Full time course,Graduate,Humanities,2,,,never,298
6465,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,2,56
13836,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,13
30399,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,1,42
27949,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,2,5
27512,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,1,57
22507,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100-500,NGO,1,91
656,city_116,0.743,Male,No relevent experience,no_enrollment,,,5,,,1,16
23663,city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,128
30907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,58
30023,city_45,0.89,Male,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,194
22045,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,280
2209,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61
4838,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,>4,106
28498,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,500-999,Pvt Ltd,2,18
1179,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,,1,43
10682,city_104,0.924,,No relevent experience,,,,4,,,2,3
20707,city_136,0.897,Male,No relevent experience,Full time course,High School,,4,,,1,4
31228,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,97
11642,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,,,8,100-500,Pvt Ltd,>4,62
14477,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,55
25737,city_114,0.9259999999999999,Other,No relevent experience,Full time course,High School,,5,100-500,Public Sector,1,15
21032,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,58
30770,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,20
28733,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,3,33
26032,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,74
2421,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,10
6027,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,6,100-500,Funded Startup,2,40
7266,city_128,0.527,,No relevent experience,no_enrollment,Graduate,STEM,4,,,4,136
20956,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,36
26068,city_93,0.865,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,218
20179,city_114,0.9259999999999999,,No relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,2,11
32956,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10000+,Pvt Ltd,1,51
12570,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,83
7689,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,31
19653,city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,,5,,,never,68
8447,city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,2,112
18513,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,,,1,61
4066,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,56
613,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,4,34
12437,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,45
20917,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,6
12505,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,2,90
22510,city_21,0.624,,Has relevent experience,no_enrollment,,,8,10/49,Pvt Ltd,1,55
6642,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Pvt Ltd,2,144
8562,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Public Sector,1,47
13030,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,48
33291,city_76,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,1,3
10469,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,12
30777,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6
31756,city_128,0.527,Male,No relevent experience,no_enrollment,High School,,4,,,4,27
3879,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,4,54
16255,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,20
5050,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,5,,,1,34
4273,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,15
14867,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,never,40
16180,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,14
8491,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,9
23514,city_114,0.9259999999999999,,No relevent experience,no_enrollment,High School,,5,500-999,Public Sector,3,43
14398,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,192
11444,city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,210
22303,city_16,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,11,,,never,24
7391,city_118,0.722,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,16
9195,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,129
7519,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,<10,Public Sector,4,56
15307,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,10,,,4,50
24683,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,56
27067,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,28
11327,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Public Sector,>4,17
2529,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,45
31349,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,276
30739,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,6
32141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,3,61
7759,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,36
16286,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,>4,7
5381,city_100,0.887,Male,No relevent experience,no_enrollment,,,3,,,,44
16782,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,256
8122,city_61,0.9129999999999999,,No relevent experience,Full time course,High School,,4,,,never,4
4370,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,5,,,4,244
13883,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,Humanities,9,50-99,Pvt Ltd,1,7
21673,city_36,0.893,,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,57
24268,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,97
17200,city_150,0.698,,No relevent experience,no_enrollment,High School,,<1,,,never,146
31533,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,4,46
23172,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,103
1647,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,NGO,2,23
1276,city_23,0.899,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,36
19942,city_149,0.6890000000000001,Female,No relevent experience,Full time course,Masters,STEM,9,,,never,10
26888,city_74,0.579,,Has relevent experience,Full time course,Graduate,STEM,2,500-999,NGO,2,51
11667,city_28,0.9390000000000001,,No relevent experience,no_enrollment,Graduate,Humanities,9,50-99,Public Sector,never,16
3890,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,22
17267,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,74
4934,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,NGO,1,113
2752,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,86
6413,city_103,0.92,Male,Has relevent experience,,,,3,,,never,88
5817,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,112
27952,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,12
6402,city_103,0.92,Male,No relevent experience,Full time course,High School,,3,,,never,24
2358,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,Early Stage Startup,1,11
7645,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Public Sector,1,30
15411,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,>4,27
32727,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,2,38
32693,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,4,312
471,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,8,<10,Public Sector,2,32
16922,city_73,0.754,,No relevent experience,no_enrollment,High School,,2,,,never,78
31991,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,Funded Startup,1,125
16212,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,152
22477,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,49
11514,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,3,18
28290,city_103,0.92,Male,No relevent experience,Part time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,36
11473,city_16,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,17,50-99,Pvt Ltd,2,74
28584,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,134
9209,city_121,0.7809999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Funded Startup,1,62
28252,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,5,,Public Sector,,81
30158,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,never,22
18492,city_116,0.743,Female,No relevent experience,Full time course,Masters,STEM,4,,,1,131
18940,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,31
30512,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,156
